,0,1,2,3,4,5,true
24,-2.3939695,-6.0433774,-4.539084,-7.7228937,11.0813055,5.7151732,4
25,-3.9580867,-5.1408296,-4.292781,-7.8466625,1.2082762,16.477232,5
26,-3.8537076,-3.2996914,-5.2373743,-9.257849,1.2099192,16.139076,5
27,-2.7147872,15.5271015,-2.3058264,-4.145996,2.611168,-8.623327,1
28,-5.345428,-6.224985,-4.791667,0.053460512,15.011569,-1.2979863,4
29,2.731598,-4.3774934,-8.347204,-7.916644,-1.3190036,14.5109215,5
30,4.777739,-7.8792434,-5.9851694,-5.4187155,4.068241,5.375744,0
31,-3.4126925,17.92186,-6.6214414,-3.271383,0.038948532,-5.0871024,1
32,-4.552507,15.104815,-4.802334,-3.6864145,1.2534205,-4.1305766,1
33,-4.3533044,0.22540268,-7.4347897,-3.971742,7.6573505,5.2131705,5
34,-4.9055543,16.36158,-4.035638,-3.857281,0.9624222,-4.4702544,1
35,-4.045983,-7.625784,-0.63144803,-2.9844723,6.313531,7.237755,4
36,-4.1528797,-5.5692067,-5.1723466,-7.509658,2.12635,15.197394,5
37,-3.878764,-4.498243,-5.625973,-7.7649965,0.49146166,16.89652,5
38,-0.5688993,15.207758,-3.848692,-5.7222652,-0.1292496,-4.548923,1
39,-1.2252873,-3.810176,-6.615318,-7.475668,-2.2492974,16.609148,5
40,-3.053895,-3.009099,-4.375608,-7.7474194,-2.3068652,17.17269,5
41,-6.104119,16.657843,-0.9933719,-3.381848,-1.4687748,-4.05368,1
42,11.820254,-0.56804353,-2.037322,-2.8129857,-4.228185,-3.8178685,0
43,7.5932984,1.0612166,-5.682068,-3.2087471,0.07983712,-2.8433907,0
44,-0.73324966,-4.0811987,-4.002912,-5.159676,-3.4271185,14.621109,5
45,-2.5936742,16.36819,-3.3000057,-6.5451546,3.5866065,-7.327306,1
46,2.2160485,15.525196,-5.7837462,-4.5845766,-0.99049467,-6.4975677,1
47,4.880064,12.558231,-5.019056,-3.1910145,-2.073659,-8.602695,1
48,-2.762386,18.059355,-6.551064,-4.924791,-0.8031683,-3.3795705,1
49,-1.8050661,-6.9575167,-3.509034,-3.5100203,3.7324574,9.254202,5
50,0.959253,-4.075669,-4.316508,-7.5124893,-1.83059,12.4444895,5
51,-3.3587534,-3.9916694,-3.8628013,-8.464373,0.18300614,15.549629,5
52,-1.0648441,17.462778,-6.241979,-5.230773,-1.1966202,-5.0276494,1
53,-2.387014,0.0866942,-6.2148757,-4.3320036,10.403779,0.31447405,4
54,-6.3969297,1.9276989,-5.344666,-6.3275824,-1.7090499,15.559704,5
55,-3.6757438,18.096596,-8.061526,-2.589444,1.2226145,-5.0389752,1
56,6.921026,-8.569803,-5.877927,-4.877961,-1.0746413,9.692921,5
57,-1.7085763,-6.128476,19.16314,0.58432156,-4.543778,-2.31709,2
58,-1.055946,14.925252,-2.9293754,-5.8740516,-2.6206975,-2.94243,1
59,2.1563027,-0.5116762,-6.365354,-7.1968565,5.7373133,2.025247,0
60,7.0496593,6.1236033,-7.957886,-9.260639,0.12268161,0.7425937,4
61,7.525436,-5.925777,2.4050086,-0.11327961,4.639168,-8.873991,4
62,-3.9523854,18.323715,-6.5269012,-3.7881906,0.685668,-4.400483,1
63,-3.9572752,-1.3755157,-0.53391415,-8.814949,-2.2271385,15.39853,5
64,-6.2147946,-2.5695598,-6.112545,-5.695175,12.880195,3.9036486,4
65,-6.6726236,15.61792,2.8535435,-2.9777749,0.7957958,-7.1294847,1
66,-6.8811765,-2.4013813,-1.0952626,-6.4962215,-1.9786737,16.030668,5
67,6.3296175,-7.735501,-6.4784007,-6.988835,-2.1533566,12.298683,5
68,-2.5300841,-8.307024,-1.7251852,-7.5501347,2.6728742,13.205427,5
69,0.22268058,-6.0843964,-4.162945,-8.791462,-1.6008744,15.379582,5
70,-0.712181,17.432877,-4.0688825,-7.4898834,-0.5329832,-5.474694,1
71,2.121199,14.3582115,-6.9676948,-9.744317,1.6667331,-3.2264755,1
72,-3.115023,-4.6792245,-5.560864,-6.422427,2.7158704,13.329883,5
73,-1.8712641,-6.8625627,-1.5592542,-4.595824,12.839959,-1.0930276,4
74,1.7790507,13.32963,-5.9280877,-0.82370746,0.0657169,-8.839038,1
75,-6.408962,-2.2943766,-3.0594676,-4.9987926,-0.89906067,14.690336,5
76,-4.974714,17.882206,-4.995885,-5.79078,0.023315873,-2.7840064,1
77,2.5478644,13.881319,-10.397388,-2.1774807,-4.5255127,-2.6523683,1
78,-3.5269957,18.346672,-2.9074755,-3.9441183,1.5948203,-8.337414,1
79,-1.0051621,-7.7062383,14.723129,-1.9373902,2.766191,-3.9928758,2
80,-3.244007,17.73943,-5.393443,-2.4366972,-1.9339495,-3.062888,1
81,-5.896001,-3.9027514,-1.838374,-8.145859,4.7253294,12.152012,5
82,11.552514,-1.1983894,-9.105392,-6.322153,-0.38534728,0.051100325,0
83,-6.2765946,-4.34181,-0.5241152,-6.8568487,-0.6187883,15.467006,5
84,6.9746404,-0.5827469,-5.0587726,-7.496581,-1.094981,3.1967914,5
85,-5.197793,-3.7733083,1.2098368,1.029797,10.606356,-4.8425307,4
86,1.4275047,11.649854,-7.772559,-5.620103,3.000256,-4.99053,1
87,2.5994756,13.60482,-6.8586555,-5.3785505,3.1574125,-8.450672,4
88,-4.534557,-2.5324152,-3.3442998,-8.407686,-1.7993085,16.438177,5
89,0.3356282,-6.517896,-4.3251376,-5.1177464,-4.063561,14.55934,5
90,4.890682,-4.365018,-4.734167,1.7475821,4.907546,-5.4127545,4
91,-2.5574722,-5.0899014,-3.0653512,-6.694195,-2.857379,16.678629,5
92,-3.1177309,-3.8529124,-6.9332147,-8.061834,2.3790724,14.230382,5
93,-4.4113793,17.567455,-4.117556,-4.5461473,-4.3130035,-0.9444707,1
94,-0.50688714,-6.6261272,-0.78459996,13.708061,-2.8601475,-2.5740917,3
95,-6.1456394,-1.1207654,-3.6531436,-8.550677,2.3281958,14.274586,5
96,-3.1567733,17.750536,-4.9385357,-5.266764,0.43839473,-4.630634,1
97,-3.6995602,-0.11069221,-5.0679317,-8.128947,-3.2905347,15.974187,5
98,-1.69024,16.705532,-6.0870748,-6.1603775,-0.005548265,-3.2904816,1
99,10.792649,3.6709425,-5.1648726,-5.799035,-3.1731129,-3.968562,1
100,5.9884086,-2.7421072,-4.3397784,-0.97727513,4.4307384,-4.896062,4
101,3.0269854,-5.815459,-5.751906,-6.4532332,-0.12781343,10.569627,5
102,-5.768753,-2.7754261,-0.7402441,-7.2045555,-2.4063735,16.297192,5
103,-3.3624837,-2.803744,-4.722073,-5.163766,-1.8692243,15.070549,5
104,-2.2292674,-3.4405162,-2.6554198,-9.6242285,-1.6680816,16.07184,5
105,-3.8583896,-4.3810053,-4.542645,-6.695386,0.22394364,15.281627,5
106,-4.051455,17.52666,-5.969435,-4.2402134,1.0302229,-4.5681477,1
107,-0.6115483,16.036703,-3.2960157,-8.182909,2.2479715,-5.50023,1
108,-2.737363,-2.8470592,-5.610399,-5.5868597,-2.978356,16.26489,5
109,-6.176761,-3.3169901,-1.7635943,-6.9679527,-0.65598035,15.771969,5
110,-3.1377532,-3.185964,-4.0709424,-7.91992,-2.0554628,16.619444,5
111,1.4329302,-8.8786,5.9149075,6.433999,0.30045983,-3.7884586,3
112,-6.6960616,-1.0029894,-4.53221,-6.680753,11.426949,4.285707,4
113,1.079993,-3.5367181,-6.276941,-8.86462,2.6952844,11.459669,5
114,-3.008025,10.971319,-4.6032453,-4.0899568,8.673236,-8.912352,4
115,-1.6858455,-4.5940723,-3.701554,-6.774024,-3.5002933,16.033669,5
116,13.310755,-5.8248124,-7.258183,-4.449014,4.390067,-5.011733,0
117,11.251218,-6.123957,-6.3131385,-2.3220294,4.585515,-4.5297637,4
118,-3.0744278,15.211007,-0.26792666,-8.305065,1.3634896,-5.282953,1
119,-5.273584,-3.8296375,-1.6893419,-5.331382,-2.221514,17.249628,5
120,-2.1913846,-5.653048,-4.7544703,-9.67969,5.9033165,11.099292,5
121,1.882136,-3.2944896,-5.599442,-6.1478157,-3.7097292,12.682574,5
122,5.9669437,1.6364989,-6.3239684,-4.7985096,5.871698,-5.5859365,0
123,1.0867056,-6.6292706,16.287458,1.1737168,-4.2646704,-4.2676105,2
124,-1.7653978,-8.714706,17.621508,3.446135,-2.365201,-3.6121044,2
125,8.15129,-2.7826874,-7.2982554,-8.433701,-4.280962,8.24967,0
126,-4.2330055,-1.6791656,-2.0479145,-7.712476,-4.044007,16.736502,5
127,-7.121164,-3.2809513,-1.8181382,-5.7433467,0.2635969,16.064352,5
128,-1.4390117,17.338303,-4.842774,-2.390227,-0.41912708,-7.8101673,1
129,-5.2616525,-5.7017007,-1.313824,-3.1278546,14.990747,-2.237905,4
130,1.6160744,18.061,-2.5738833,-8.322555,-3.3903613,-4.898018,1
131,1.6239854,-5.5323634,-5.250918,-9.962618,6.010914,8.258097,5
132,-1.4275752,16.26458,-3.9279976,-2.6338418,-0.021461207,-7.997314,1
133,-0.16949816,-4.776504,-4.9582963,-8.788919,-2.8808942,16.895945,5
134,-1.6867168,18.27385,-4.1637073,-6.446039,1.3796766,-7.07713,1
135,10.272438,-0.3613791,-8.268815,-3.8653386,5.388744,-6.696254,0
136,-5.4011397,2.3332832,-2.495837,-5.8235955,-5.99686,14.656467,5
137,-2.9011247,18.07919,-6.0482516,-5.0870376,0.25942713,-4.217069,1
138,0.22474022,-6.982532,-2.4560626,-9.02767,2.861504,11.037158,5
139,6.114042,-0.56244785,-8.225464,-3.1339483,-3.9963455,6.6520467,0
140,-2.8486216,17.076603,-4.594296,-2.3940887,-3.634012,-3.9916751,1
141,-0.46051234,14.598915,-4.271132,-5.111788,1.7044423,-6.1485534,1
142,6.1383104,-5.126304,-4.4738336,-6.9768276,10.572723,-3.6677854,4
143,-3.01821,18.250645,-4.6243243,-4.9203486,-2.6638684,-3.005734,1
144,0.58856404,-8.560515,-8.024257,-4.4908094,12.181872,3.011978,4
145,0.38694817,1.9167877,-9.888649,-4.565406,7.630802,-0.0011168169,5
146,-2.9952753,-2.878423,-4.488756,-7.683931,-2.2402434,16.412966,5
147,-3.3965676,-9.537571,3.8740418,14.389897,-0.29443353,-2.8621354,2
148,0.7505708,-6.912498,18.049112,-0.5144165,-3.3496714,-2.9837067,2
149,-5.788562,-5.7105103,-1.2906146,15.181051,-1.6052438,-1.0695521,3
150,6.556295,5.5930567,-6.1012235,-3.2049582,5.6810145,-9.552945,1
151,7.506626,-3.553119,-6.9322176,-7.6108675,4.61553,2.6062255,0
152,-1.0694364,-8.573506,17.47895,0.029100854,-2.9553974,-0.16852279,2
153,-3.142563,-1.9681181,-4.1959424,-8.933036,-1.3314378,16.49882,5
154,-2.007164,17.96455,-5.8259473,-3.2177503,-3.856977,-3.5316954,1
155,-3.5654573,-4.3983254,-3.0242763,-7.0097284,-0.39244252,15.944947,5
156,-2.6955001,19.277683,-4.7507615,-3.231782,-3.3292322,-4.569534,1
157,-4.4533725,-6.573416,-3.1108925,-4.0176787,14.088445,-0.26741686,4
158,-4.296263,-3.1984408,-5.630585,-7.642112,3.2491195,13.549519,5
159,-2.4949102,-3.278628,-4.196351,-6.851619,-2.0177937,16.143147,5
160,-2.5558248,-4.108057,-4.4131713,-7.9130344,0.5152563,15.501465,5
161,-3.861994,-3.0435622,-3.9060233,-5.931217,-3.6897075,17.00173,5
162,-2.5221632,17.053864,-4.75025,-5.882597,1.4025619,-3.937318,1
163,1.3874956,-6.3310657,-2.3827853,-7.150008,-1.5724505,12.84224,5
164,-4.166344,16.315628,-4.095945,-6.49207,0.016253602,-2.7061555,1
165,0.9069994,12.8690405,-8.112937,-3.9014835,2.674837,-5.7140574,1
166,0.76961386,13.167035,-9.313369,-2.5695806,-0.005878929,-3.2898052,1
167,8.1877365,-5.351996,-3.5832977,-5.356289,3.446555,-0.8094096,0
168,-2.4759033,17.434967,-3.656665,-6.4928784,-1.5315591,-3.0644453,1
169,-2.0002704,18.486778,-3.007765,-6.0436187,-1.0904661,-5.688924,1
170,-1.844013,16.270525,-5.603675,-5.9592414,1.4208236,-5.2330174,1
171,8.971396,-1.7995197,-8.342257,-4.0729723,-0.7973857,2.5921001,0
172,-5.652933,17.5924,-6.2911887,-3.0627663,2.4043512,-4.7046604,1
173,-2.144273,-2.3233867,-2.699904,-8.463028,-4.2280903,15.621688,5
174,1.9107578,-2.9736955,-3.2749612,-7.1440315,-6.0943356,14.770008,5
175,-1.8540882,14.05411,-1.2955962,-2.2983708,-0.65740585,-6.4971514,1
176,7.3445377,-9.417454,-3.5237906,-4.0828195,2.701272,2.2729127,0
177,-3.2868025,18.61313,-5.3169665,-5.5717764,-1.1042542,-2.8709548,1
178,-3.5767255,-3.685424,-1.5470654,-6.3746233,-3.5062265,16.412748,5
179,-2.4136238,-5.184852,-0.87029874,14.969325,-3.0312953,-2.2446647,3
180,-2.904487,-3.1021318,-3.154432,-3.6284049,-5.5249557,15.619489,5
181,0.36811972,16.350393,-5.91911,-2.9288287,0.7507117,-8.42155,1
182,2.111102,-8.733753,-4.029671,-6.452654,1.1977447,12.971609,0
183,-1.1531583,-0.742252,-8.288805,-7.319278,-2.207922,14.043263,5
184,-0.5599831,1.980843,-7.278505,-9.653097,-2.286342,15.368639,5
185,-4.581612,18.992722,-2.7649858,-1.0376669,-3.3382375,-5.264016,1
186,-3.7714071,-2.7895174,-2.8080537,-6.7472653,-2.0965276,15.573418,5
187,-3.6523736,-5.075953,-2.9483051,-0.6300804,15.1567955,-5.236704,4
188,-3.8475943,17.593266,-4.039884,-2.8804314,0.30077484,-6.400751,1
189,-1.7572507,15.353833,-1.8297981,-4.311063,-1.9283469,-5.4767337,1
190,-0.72128135,-6.1893506,-0.6699585,-6.4337907,14.143531,-2.5434105,4
191,13.6365385,-4.5486436,-7.355278,-4.587358,0.10831153,-0.9428183,0
192,-5.0240817,17.578278,-3.2434423,-5.3233595,1.4984891,-4.780412,1
193,-3.749196,-3.4643347,-3.5355961,-8.629526,0.21443494,16.310259,5
194,-5.398887,-1.7800806,-4.4980164,-7.3283625,-0.6503161,14.666347,5
195,-2.2250803,-2.774728,-4.728031,-8.1801195,-3.083394,16.355265,5
196,-5.464625,-9.075371,5.012744,11.655982,0.51301086,-0.7463949,3
197,-4.47342,17.510094,-4.3375793,-3.3630598,0.43264934,-5.759007,1
198,-4.916327,-3.1081312,-4.528827,0.64818144,11.012189,-1.129292,4
199,-5.7104106,-6.416474,-0.88356,-3.2998986,13.957063,-0.24598591,4
200,3.355026,-7.0192695,-8.320602,-2.6796968,11.559766,-2.8959868,4
201,-3.57289,-3.1282759,-5.3048863,-6.8696423,-0.47127798,16.202948,5
202,-1.0122106,15.754277,-9.318226,-2.4245274,0.6805337,-4.8225803,1
203,-2.4326575,-4.1939106,-5.156482,-7.6040416,-1.2655659,15.145416,5
204,4.419376,-6.448746,2.4037366,-5.22464,7.6289644,-4.727596,0
205,-2.738561,14.503663,-9.351279,-5.6869373,0.6092689,-0.1909874,1
206,-3.9245632,-5.1027665,-6.023958,-5.587385,11.424026,5.0248113,4
207,-3.482427,-7.7694726,16.725586,-1.4299103,-4.24675,4.1204123,2
208,-3.6084456,18.726444,-6.256309,-4.673628,-0.42560497,-4.1113563,1
209,-4.1583877,-1.6864911,-3.212246,-6.3695,-4.327806,17.010588,5
210,5.4852715,8.49935,-7.5281043,-7.857977,-3.034694,1.1844268,0
211,-5.3878922,-2.239581,-1.5317136,-6.4695044,-2.6883578,16.331522,5
212,-2.689659,7.4750013,-5.6551747,-9.027811,-1.8257713,10.790731,1
213,-3.8703701,0.50324374,-2.557343,-5.5945773,-6.05667,15.865312,5
214,-3.103354,-5.3929396,-3.3937817,-6.1443787,-1.8381541,16.124039,5
215,-0.17680414,-5.509969,-0.58520645,-2.2157288,12.910059,-6.8525076,4
216,-3.9361098,16.113377,-4.6996083,-6.6749573,1.9978186,-3.5140615,1
217,-2.1280992,18.096981,-6.2697315,-1.3669859,-0.7785983,-6.7190695,1
218,-4.66427,17.411493,1.7213126,-3.1762621,-6.157334,-2.5911396,1
219,6.0137434,5.5469837,0.16984367,-2.6259687,-1.0453831,-8.229801,0
220,-0.62409675,17.210472,-5.079744,-4.6061063,-2.9931388,-4.525781,1
221,-3.1860874,16.112492,-6.108322,-4.88107,2.7334714,-6.3118734,1
222,-2.6904685,17.122911,-6.761764,-4.0630364,1.8417954,-6.0415196,1
223,-4.8842144,-4.164296,-2.0151203,-6.443243,-2.635843,16.929493,5
224,-4.1436114,-5.159101,-3.201647,-6.817888,0.7781162,15.270994,5
225,-0.8734249,-5.826095,-7.0632963,-7.9674516,4.2269397,12.854321,5
226,12.4361925,2.1516936,-8.64012,-6.3321686,-1.8346524,-0.2630919,0
227,8.211807,-6.5388074,-8.9731655,-5.046119,-0.2851794,8.140864,5
228,-6.1188517,14.272407,-6.3635187,-2.1439192,3.3050208,-4.099086,1
229,4.728541,-9.543774,-2.3699467,-8.213758,3.626553,8.795604,4
230,-1.2699074,15.976478,-7.219137,-3.7843845,3.097238,-7.6945863,1
231,0.036226854,-3.9081347,-8.607681,-3.3923047,-1.943182,12.611914,5
232,-2.6616147,-9.218689,13.806521,-3.8914402,5.739196,-1.394653,2
233,-2.4984603,16.73006,-7.5506177,-5.4836655,-1.9211612,-0.60225976,1
234,-1.2723078,-2.6517208,18.852903,0.09807518,-4.885663,-4.918905,2
235,11.455355,-6.106312,-6.528114,-8.442974,3.289487,0.3896971,0
236,-3.9975743,-2.545101,-4.4682565,-4.8833923,-3.0653667,16.225126,5
237,-1.4683224,-1.131131,-5.2032084,-8.346394,5.5957494,5.385528,0
238,-4.7988534,17.215881,-5.853458,-2.7583692,1.0212295,-4.7652225,1
239,-2.2562222,-3.6656792,-5.547526,-7.749916,-0.9796205,15.517216,5
240,-0.093890265,2.1750295,-7.1560006,-7.998707,6.105185,4.1056705,4
241,-3.759765,16.469456,-2.8682997,-5.772903,-1.7036878,-1.1629435,1
242,-2.5786028,18.408585,-5.7770557,-4.217698,-0.3330352,-5.47236,1
243,3.8579535,-7.105389,-5.7137203,-7.1302667,-2.6528225,13.674463,5
244,-2.7827816,18.979834,-4.577192,-4.1225586,-1.1674354,-6.2276664,1
245,-3.7565432,0.73212343,-4.1137185,-6.655302,-5.635132,16.155527,5
246,-3.5937462,15.894575,-6.2726426,-2.6615336,-0.54631686,-3.6297932,1
247,1.0810833,-9.079498,15.941303,-0.88480496,-4.1422577,0.60507977,2
248,-1.4295324,-3.207535,-3.7292156,-7.1150775,-3.3679552,15.448223,5
249,-0.78387,16.36153,-6.787339,-7.0940137,1.3838034,-3.639831,1
250,0.40679872,-5.9430127,-3.9030232,-6.6084695,-3.2496972,15.555522,5
251,0.37747186,12.350712,-3.8726165,-9.403866,-2.2937047,-0.15914285,1
252,-3.1670542,-6.65919,6.4857173,13.035704,0.44878158,-7.719624,3
253,-3.604905,-1.3237767,-4.463924,-5.99831,-3.181181,16.192905,5
254,-2.595932,18.212448,-3.4833906,-2.8267276,-3.0852852,-5.5380235,1
255,-2.2573667,-8.675453,16.271132,-0.32075566,-0.16844127,-2.1305048,2
256,8.122659,-2.794779,-7.206033,-5.884367,-1.3224617,5.7160125,0
257,0.55645627,7.912876,-7.030007,-7.144597,2.0353131,-1.0450509,1
258,9.643046,-7.3580585,-7.306516,-7.3568516,0.57298833,6.886825,5
259,-3.0642152,-1.8357085,-4.925814,-5.985857,-2.8658834,16.131578,5
260,-3.5479116,16.404066,-6.6487083,-2.2963188,-0.07731339,-4.4933276,1
261,-4.382541,-1.909913,-3.2448208,-7.5673265,-2.3881981,16.386148,5
262,-5.4933753,15.89038,-3.8711755,-0.8767489,-1.8851134,-3.8923593,1
263,-2.9976115,-0.61562353,-1.3294634,-8.363061,8.867653,1.2007892,0
264,-3.9060643,15.1257515,-4.9329247,-5.487547,3.3154364,-4.5837083,1
265,6.3213253,-2.527867,-3.6377642,-2.9300215,4.8180084,-5.356686,4
266,1.5040423,-6.0881248,-4.2267833,-5.6148014,12.792115,-2.6307776,4
267,-3.0629833,-4.4217477,-3.218712,-7.8198137,-0.43851575,15.583496,5
268,4.276723,-0.24426349,-8.200689,-2.3650033,8.595193,-6.6957936,4
269,-1.5705546,10.296402,-5.854084,-8.536455,4.8627224,-0.978708,1
270,-5.2619805,18.118587,-6.0415797,-3.7356305,-0.8185966,-2.2240927,1
271,-2.477204,-2.7080252,-4.446097,-5.448388,-3.2051432,15.822,5
272,-3.479983,18.065708,-5.9238243,-2.3361866,1.8816996,-6.8136897,1
273,-3.0744965,-9.121265,5.51323,3.0986307,3.5325985,-0.19197716,3
274,-3.1695328,-4.467045,-3.4743795,-6.9528275,-1.0798318,15.733458,5
275,-0.77626514,19.085115,-5.7264056,-3.227997,-1.4953442,-7.48038,1
276,-2.740708,-5.463281,18.352674,0.88944626,-3.8487813,-2.4613347,2
277,-4.5489306,-2.050283,-4.4521585,-8.338577,-0.19509327,16.164885,5
278,-2.1205192,16.78685,-6.741886,-4.3539157,-2.3907123,-1.8340559,1
279,1.8140074,-6.3778815,-6.11385,-6.7329636,0.05920803,13.2193775,5
280,4.717039,-9.078484,-7.3373475,0.976009,5.856927,0.3904604,0
281,-1.3305619,-4.14081,-5.1091237,-8.607674,7.436122,7.041901,4
282,-4.4862757,-2.36715,-3.8068368,-6.121869,-0.8739949,15.779204,5
283,0.14585085,-2.2799938,-4.8821425,-8.797005,-4.1816783,15.727526,5
284,0.79025036,16.8297,-5.378904,-5.2571354,-1.1200174,-5.830727,1
285,-1.6040218,17.463459,-4.8341856,-4.5987043,-0.87588066,-5.9643617,1
286,-0.37001133,-9.6837635,4.5678716,13.771105,-0.008039925,-6.495417,2
287,-1.7630341,-6.448277,2.1380608,10.667528,4.235393,-8.4447155,3
288,-3.3456256,-5.4316516,-2.0747979,-5.6509237,14.099214,0.040494304,4
289,0.940722,17.178576,-5.364735,-7.2919483,-0.4633587,-6.16973,1
290,0.4127438,18.818396,-4.17983,-6.5359545,-0.78927463,-7.2944617,1
291,-2.2133899,-6.8462033,-7.218251,-7.7120852,10.451863,8.273059,4
292,-0.6145123,-5.4597073,-2.0663252,-9.173808,-2.1793003,14.923552,5
293,-4.5324416,-3.4026394,-4.5452547,-6.174279,-1.820723,15.895046,5
294,3.2669737,-2.806314,-8.765378,-3.2137759,12.849418,-4.971929,4
295,-1.6019403,-3.7274098,-1.4708062,-7.300125,-3.3870006,16.230417,5
296,0.6613923,0.9413899,-7.5735145,1.4356817,3.5379834,-0.72423154,4
297,-3.773196,-1.8933908,-5.4998155,-6.8988514,-1.2334478,16.055067,5
298,-0.005180523,-6.985943,-0.78161705,5.62335,-2.663205,4.2932286,5
299,6.6965356,-8.168605,-8.226507,-6.2180862,-1.0921835,10.8335495,5
300,-4.1199512,16.921803,-5.1939836,-3.9624264,-2.1878161,-0.8568619,1
301,-0.4240008,10.329604,-2.5705197,-5.5310593,2.291111,-7.142392,1
302,4.438427,7.840343,-7.7830424,-7.2876787,7.53334,-8.48296,1
303,-4.7446513,-1.479805,-2.8383286,-6.76458,-3.7199552,16.789137,5
304,0.15653148,15.959408,-4.7171607,-7.2237787,-4.2171917,-1.433924,1
305,-4.491087,-4.878821,-6.843992,-5.4812975,3.3737204,14.3423,5
306,-2.8090527,19.204407,-4.6928797,-4.565406,-2.2115014,-4.1432176,1
307,-5.569053,-1.3250943,-2.1407526,-9.094686,-0.95956814,15.526939,5
308,-2.5336945,18.261087,-5.7850766,-6.184926,-0.36870915,-3.219847,1
309,-3.173239,16.612934,-5.7839746,-6.5905685,-1.607974,0.024192061,1
310,-1.9143424,-7.311629,1.3578829,11.344524,3.2888834,-5.6687236,3
311,-1.1939335,17.156483,-5.710621,-5.5514235,1.7823611,-6.487268,1
312,-0.69946206,-3.7456002,-7.1557736,-8.98877,-0.78461796,16.548027,5
313,-1.1145345,-2.492717,-6.375197,-9.955586,10.465989,3.5576828,4
314,-1.4515524,-3.9831545,-5.453667,-8.316729,-0.2596099,15.76412,5
315,-0.3370518,-5.8593783,15.261698,-1.2615519,-2.0011144,-2.5269618,2
316,-3.653608,-1.089581,4.2194486,15.564948,-8.386601,-4.0970116,3
317,-0.6708043,-3.6214745,-3.4185808,-9.168573,-1.7002513,15.687595,5
318,1.424343,-10.038245,-5.127169,-4.376581,3.3025584,10.3037815,5
319,-3.6375933,17.24451,-5.686106,-5.9496155,-0.3770507,-1.5237877,1
320,-6.3878236,17.970205,-5.378038,-2.9311936,1.8990557,-4.878521,1
321,5.094929,-6.971597,13.6227455,-2.8397803,-6.068524,0.063943155,2
322,-2.6845057,0.7799092,-6.229045,-7.130694,-4.23368,15.837965,5
323,7.7198815,-5.652307,-7.5672917,-9.240151,1.9300466,7.517635,5
324,-0.96206987,-4.3768106,-1.8649974,-9.550112,-2.5716238,16.24233,5
325,-3.5068476,-4.549128,-1.3325869,-5.328718,13.564092,-1.8606167,4
326,10.487147,-3.8820193,-7.3837276,1.2391247,-4.334571,0.56829804,0
327,9.734632,-3.3531668,-4.7226777,-4.9197884,4.537385,-5.140722,4
328,0.040590033,16.943157,-1.9342581,-5.9142256,-1.6731858,-6.740858,1
329,-2.2689726,6.473374,-5.876579,-0.49765316,7.4244723,-6.1002846,4
330,-2.78988,-3.918577,-0.7641986,15.88667,-5.0551367,-3.1048672,3
331,-6.114907,-4.5365233,1.4265846,-7.4644613,3.21164,12.107565,5
332,-2.7677448,-6.0405245,-1.6708889,-8.333282,-1.0312545,16.099176,5
333,8.596241,3.1178901,-9.403088,-4.7076707,-1.7654136,1.112114,0
334,-0.3641771,-6.4139853,-4.839719,-6.8338013,-2.2330494,17.237532,5
335,1.8273178,1.4716712,-5.3488355,-9.7776165,5.7183375,1.2126555,4
